time_s,speed_kmh
324,21.2
325,20.8
326,20.5
327,20.2
328,19.9
329,19.6
330,19.3
331,19.1
332,18.8
333,18.6
334,18.4
335,18.2
336,18.1
337,17.9
338,17.8
339,17.7
340,17.6
341,17.5
342,17.4
343,17.4
344,17.4
345,17.4
346,17.4
347,17.4
348,17.4
349,17.5
350,17.6
351,17.7
352,17.8
353,17.9
354,18.0
355,18.2
356,18.4
357,18.6
358,18.8
359,19.0
360,19.2
361,19.4
362,19.7
363,20.0
364,20.2
365,20.5
366,20.8
367,21.1
368,21.5
369,21.8
370,22.1
371,22.5
372,22.8
373,23.2
374,23.6
375,24.0
376,24.4
377,24.7
378,25.1
379,25.5
380,25.9
381,26.4
382,26.8
383,27.2
384,27.6
385,28.0
386,28.4
387,28.8
388,29.3
389,29.7
390,30.1
391,30.5
392,30.9
393,31.3
394,31.7
395,32.1
396,32.5
397,32.9
398,33.3
399,33.6
400,34.0
401,34.3
402,34.7
403,35.0
404,35.4
405,35.7
406,36.0
407,36.3
408,36.6
409,36.9
410,37.1
411,37.4
412,37.6
413,37.8
414,38.1
415,38.3
416,38.4
417,38.6
418,38.8
419,38.9
420,39.1
421,39.2
422,39.3
423,39.4
424,39.4
425,39.5
426,39.5
427,39.6
428,39.6
429,39.6
430,39.6
431,39.5
432,39.5
433,39.4
434,39.3
435,39.2
436,39.1
437,39.0
438,38.8
439,38.7
440,38.5
441,38.3
442,38.1
443,37.9
444,37.7
445,37.4
446,37.2
447,36.9
448,36.6
449,36.4
450,36.0
451,35.7
452,35.4
453,35.1
454,34.7
455,34.3
456,34.0
457,33.6
458,33.2
459,32.8
460,32.4
461,32.0
462,31.6
463,31.1
464,30.7
465,30.2
466,29.8
467,29.3
468,28.9
469,28.4
470,27.9
471,27.5
472,27.0
473,26.5
474,26.0
475,25.6
476,25.1
477,24.6
478,24.1
479,23.6
480,23.1
481,22.6
482,22.2
483,21.7
484,21.2
485,20.7
486,20.2
487,19.8
488,19.3
489,18.8
490,18.4
491,17.9
492,17.5
493,17.0
494,16.6
495,16.2
496,15.7
497,15.3
498,14.9
499,14.5
500,14.1
501,13.7
502,13.3
503,12.9
504,12.5
505,12.2
506,11.8
507,11.5
508,11.1
509,10.8
510,10.5
511,10.2
512,9.9
513,9.6
514,9.3
515,9.0
516,8.7
517,8.5
518,8.2
519,8.0
520,7.7
521,7.5
522,7.3
523,7.1
524,6.9
525,6.7
526,6.5
527,6.3
528,6.2
529,6.0
530,5.8
531,5.7
532,5.6
533,5.4
534,5.3
535,5.2
536,5.1
537,5.0
538,4.8
539,4.7
540,4.7
541,4.6
542,4.5
543,4.4
544,4.3
545,4.2
546,4.2
547,4.1
548,4.0
549,4.0
550,3.9
551,3.8
552,3.8
553,3.7
554,3.7
555,3.6
556,3.6
557,3.5
558,3.4
559,3.4
560,3.3
561,3.3
562,3.2
563,3.1
564,3.1
565,3.0
566,2.9
567,2.9
568,2.8
569,2.7
570,2.6
571,2.5
572,2.4
573,2.3
574,2.2
575,2.1
576,2.0
577,1.9
578,1.7
579,1.6
580,1.5
581,1.3
582,1.2
583,1.0
584,0.9
585,0.7
586,0.5
587,0.4
588,0.2
589,0.0
590,0.4
591,0.7
592,1.1
593,1.5
594,1.9
595,2.3
596,2.7
597,3.1
598,3.6
599,4.0
600,4.4
601,4.9
602,5.3
603,5.8
604,6.3
605,6.8
606,7.3
607,7.7
608,8.2
609,8.8
610,9.3
611,9.8
612,10.3
613,10.8
614,11.4
615,11.9
616,12.4
617,13.0
618,13.5
619,14.0
620,14.6
621,15.1
622,15.7
623,16.2
624,16.8
625,17.3
626,17.9
627,18.4
628,19.0
629,19.5
630,20.1
631,20.6
632,21.2
633,21.7
634,22.2
635,22.7
636,23.3
637,23.8
638,24.3
639,24.8
640,25.3
641,25.8
642,26.3
643,26.7
644,27.2
645,27.7
646,28.1
647,28.5
648,29.0
649,29.4
650,29.8
651,30.2
652,30.6
653,31.0
654,31.3
655,31.7
656,32.0
657,32.4
658,32.7
659,33.0
660,33.3
661,33.5
662,33.8
663,34.1
664,34.3
665,34.5
666,34.7
667,34.9
668,35.1
669,35.3
670,35.4
671,35.6
672,35.7
673,35.8
674,35.9
675,36.0
676,36.1
677,36.1
678,36.2
679,36.2
680,36.2
681,36.2
682,36.2
683,36.2
684,36.2
685,36.1
686,36.1
687,36.0
688,35.9
689,35.8
690,35.7
691,35.6
692,35.5
693,35.3
694,35.2
695,35.0
696,34.9
697,34.7
698,34.5
699,34.3
700,34.1
701,33.9
702,33.7
703,33.5
704,33.3
705,33.0
706,32.8
707,32.6
708,32.3
709,32.1
710,31.9
711,31.6
712,31.4
713,31.1
714,30.9
715,30.6
716,30.4
717,30.1
718,29.9
719,29.6
720,29.4
721,29.2
722,28.9
723,28.7
724,28.5
725,28.2
726,28.0
727,27.8
728,27.6
729,27.4
730,27.2
731,27.1
732,26.9
733,26.7
734,26.6
735,26.4
736,26.3
737,26.2
738,26.1
739,26.0
740,25.9
741,25.8
742,25.8
743,25.7
744,25.7
745,25.7
746,25.7
747,25.7
748,25.7
749,25.7
750,25.8
751,25.8
752,25.9
753,26.0
754,26.1
755,26.2
756,26.4
757,26.5
758,26.7
759,26.9
760,27.1
761,27.3
762,27.6
763,27.8
764,28.1
765,28.4
766,28.6
767,29.0
768,29.3
769,29.6
770,30.0
771,30.3
772,30.7
773,31.1
774,31.5
775,31.9
776,32.4
777,32.8
778,33.3
779,33.8
780,34.2
781,34.7
782,35.2
783,35.8
784,36.3
785,36.8
786,37.4
787,37.9
788,38.5
789,39.0
790,39.6
791,40.2
792,40.8
793,41.4
794,42.0
795,42.6
796,43.2
797,43.8
798,44.4
799,45.0
800,45.6
801,46.2
802,46.9
803,47.5
804,48.1
805,48.7
806,49.3
807,49.9
808,50.5
809,51.1
810,51.7
811,52.3
812,52.9
813,53.5
814,54.0
815,54.6
816,55.1
817,55.7
818,56.2
819,56.7
820,57.3
821,57.8
822,58.3
823,58.7
824,59.2
825,59.7
826,60.1
827,60.5
828,60.9
829,61.3
830,61.7
831,62.1
832,62.4
833,62.8
834,63.1
835,63.4
836,63.7
837,63.9
838,64.2
839,64.4
840,64.6
841,64.8
842,65.0
843,65.1
844,65.2
845,65.4
846,65.4
847,65.5
848,65.6
849,65.6
850,65.6
851,65.6
852,65.6
853,65.5
854,65.4
855,65.4
856,65.2
857,65.1
858,65.0
859,64.8
860,64.6
861,64.4
862,64.2
863,63.9
864,63.6
865,63.3
866,63.0
867,62.7
868,62.4
869,62.0
870,61.6
871,61.2
872,60.8
873,60.4
874,59.9
875,59.5
876,59.0
877,58.5
878,58.0
879,57.5
880,57.0
881,56.4
882,55.9
883,55.3
884,54.7
885,54.1
886,53.5
887,52.9
888,52.3
889,51.6
890,51.0
891,50.4
892,49.7
893,49.0
894,48.4
895,47.7
896,47.0
897,46.3
898,45.6
899,44.9
900,44.2
901,43.5
902,42.8
903,42.1
904,41.4
905,40.7
906,40.0
907,39.3
908,38.6
909,37.9
910,37.2
911,36.5
912,35.8
913,35.2
914,34.5
915,33.8
916,33.1
917,32.5
918,31.8
919,31.1
920,30.5
921,29.8
922,29.2
923,28.6
924,28.0
925,27.3
926,26.7
927,26.2
928,25.6
929,25.0
930,24.4
931,23.9
932,23.3
933,22.8
934,22.3
935,21.7
936,21.2
937,20.8
938,20.3
939,19.8
940,19.3
941,18.9
942,18.5
943,18.0
944,17.6
945,17.2
946,16.8
947,16.4
948,16.1
949,15.7
950,15.3
951,15.0
952,14.7
953,14.4
954,14.1
955,13.8
956,13.5
957,13.2
958,12.9
959,12.7
960,12.4
961,12.2
962,11.9
963,11.7
964,11.5
965,11.3
966,11.1
967,10.9
968,10.7
969,10.5
970,10.3
971,10.2
972,10.0
973,9.8
974,9.7
975,9.5
976,9.4
977,9.2
978,9.1
979,8.9
980,8.8
981,8.6
982,8.5
983,8.4
984,8.2
985,8.1
986,8.0
987,7.8
988,7.7
989,7.5
990,7.4
991,7.3
992,7.1
993,7.0
994,6.8
995,6.7
996,6.5
997,6.3
998,6.2
999,6.0
1000,5.8
1001,5.6
1002,5.4
1003,5.2
1004,5.0
1005,4.8
1006,4.6
1007,4.4
1008,4.1
1009,3.9
1010,3.6
1011,3.4
1012,3.1
1013,2.8
1014,2.6
1015,2.3
1016,2.0
1017,1.7
1018,1.4
1019,1.0
1020,0.7
1021,0.4
1022,0.0
1023,0.4
1024,0.9
1025,1.3
1026,1.7
1027,2.2
1028,2.7
1029,3.2
1030,3.7
1031,4.2
1032,4.7
1033,5.2
1034,5.8
1035,6.3
1036,6.9
1037,7.5
1038,8.0
1039,8.6
1040,9.2
1041,9.9
1042,10.5
1043,11.1
1044,11.7
1045,12.4
1046,13.0
1047,13.7
1048,14.4
1049,15.1
1050,15.7
1051,16.4
1052,17.1
1053,17.8
1054,18.5
1055,19.3
1056,20.0
1057,20.7
1058,21.4
1059,22.2
1060,22.9
1061,23.7
1062,24.4
1063,25.1
1064,25.9
1065,26.7
1066,27.4
1067,28.2
1068,28.9
1069,29.7
1070,30.4
1071,31.2
1072,31.9
1073,32.7
1074,33.5
1075,34.2
1076,35.0
1077,35.7
1078,36.5
1079,37.2
1080,37.9
1081,38.7
1082,39.4
1083,40.1
1084,40.8
1085,41.5
1086,42.3
1087,43.0
1088,43.6
1089,44.3
1090,45.0
1091,45.7
1092,46.3
1093,47.0
1094,47.6
1095,48.3
1096,48.9
1097,49.5
1098,50.1
1099,50.7
1100,51.3
1101,51.8
1102,52.4
1103,52.9
1104,53.5
1105,54.0
1106,54.5
1107,55.0
1108,55.5
1109,55.9
1110,56.4
1111,56.8
1112,57.2
1113,57.6
1114,58.0
1115,58.4
1116,58.7
1117,59.1
1118,59.4
1119,59.7
1120,60.0
1121,60.3
1122,60.6
1123,60.8
1124,61.0
1125,61.2
1126,61.4
1127,61.6
1128,61.8
1129,61.9
1130,62.0
1131,62.2
1132,62.2
1133,62.3
1134,62.4
1135,62.4
1136,62.4
1137,62.4
1138,62.4
1139,62.4
1140,62.3
1141,62.3
1142,62.2
1143,62.1
1144,62.0
1145,61.9
1146,61.7
1147,61.5
1148,61.4
1149,61.2
1150,60.9
1151,60.7
1152,60.5
1153,60.2
1154,59.9
1155,59.7
1156,59.4
1157,59.0
1158,58.7
1159,58.4
1160,58.0
1161,57.6
1162,57.3
1163,56.9
1164,56.5
1165,56.0
1166,55.6
1167,55.2
1168,54.7
1169,54.2
1170,53.8
1171,53.3
1172,52.8
1173,52.3
1174,51.8
1175,51.3
1176,50.7
1177,50.2
1178,49.7
1179,49.1
1180,48.6
1181,48.0
1182,47.5
1183,46.9
1184,46.3
1185,45.8
1186,45.2
1187,44.6
1188,44.0
1189,43.4
1190,42.8
1191,42.2
1192,41.7
1193,41.1
1194,40.5
1195,39.9
1196,39.3
1197,38.7
1198,38.1
1199,37.6
1200,37.0
1201,36.4
1202,35.8
1203,35.3
1204,34.7
1205,34.1
1206,33.6
1207,33.0
1208,32.5
1209,32.0
1210,31.5
1211,30.9
1212,30.4
1213,29.9
1214,29.4
1215,28.9
1216,28.5
1217,28.0
1218,27.6
1219,27.1
1220,26.7
1221,26.3
1222,25.8
1223,25.4
1224,25.1
1225,24.7
1226,24.3
1227,24.0
1228,23.6
1229,23.3
1230,23.0
1231,22.7
1232,22.4
1233,22.2
1234,21.9
1235,21.7
1236,21.5
1237,21.3
1238,21.1
1239,20.9
1240,20.7
1241,20.6
1242,20.5
1243,20.3
1244,20.2
1245,20.2
1246,20.1
1247,20.1
1248,20.0
1249,20.0
1250,20.0
1251,20.0
1252,20.1
1253,20.1
1254,20.2
1255,20.2
1256,20.3
1257,20.5
1258,20.6
1259,20.7
1260,20.9
1261,21.1
1262,21.3
1263,21.5
1264,21.7
1265,21.9
1266,22.2
1267,22.4
1268,22.7
1269,23.0
1270,23.3
1271,23.6
1272,24.0
1273,24.3
1274,24.7
1275,25.1
1276,25.4
1277,25.8
1278,26.3
1279,26.7
1280,27.1
1281,27.6
1282,28.0
1283,28.5
1284,28.9
1285,29.4
1286,29.9
1287,30.4
1288,30.9
1289,31.5
1290,32.0
1291,32.5
1292,33.0
1293,33.6
1294,34.1
1295,34.7
1296,35.3
1297,35.8
1298,36.4
1299,37.0
1300,37.6
1301,38.1
1302,38.7
1303,39.3
1304,39.9
1305,40.5
1306,41.1
1307,41.7
1308,42.2
1309,42.8
1310,43.4
1311,44.0
1312,44.6
1313,45.2
1314,45.8
1315,46.3
1316,46.9
1317,47.5
1318,48.0
1319,48.6
1320,49.1
1321,49.7
1322,50.2
1323,50.7
1324,51.3
1325,51.8
1326,52.3
1327,52.8
1328,53.3
1329,53.8
1330,54.2
1331,54.7
1332,55.2
1333,55.6
1334,56.0
1335,56.5
1336,56.9
1337,57.3
1338,57.6
1339,58.0
1340,58.4
1341,58.7
1342,59.0
1343,59.4
1344,59.7
1345,59.9
1346,60.2
1347,60.5
1348,60.7
1349,60.9
1350,61.2
1351,61.4
1352,61.5
1353,61.7
1354,61.9
1355,62.0
1356,62.1
1357,62.2
1358,62.3
1359,62.3
1360,62.4
1361,62.4
1362,62.4
1363,62.4
1364,62.4
1365,62.4
1366,62.3
1367,62.2
1368,62.2
1369,62.0
1370,61.9
1371,61.8
1372,61.6
1373,61.4
1374,61.2
1375,61.0
1376,60.8
1377,60.6
1378,60.3
1379,60.0
1380,59.7
1381,59.4
1382,59.1
1383,58.7
1384,58.4
1385,58.0
1386,57.6
1387,57.2
1388,56.8
1389,56.4
1390,55.9
1391,55.5
1392,55.0
1393,54.5
1394,54.0
1395,53.5
1396,52.9
1397,52.4
1398,51.8
1399,51.3
1400,50.7
1401,50.1
1402,49.5
1403,48.9
1404,48.3
1405,47.6
1406,47.0
1407,46.3
1408,45.7
1409,45.0
1410,44.3
1411,43.6
1412,43.0
1413,42.3
1414,41.5
1415,40.8
1416,40.1
1417,39.4
1418,38.7
1419,37.9
1420,37.2
1421,36.5
1422,35.7
1423,35.0
1424,34.2
1425,33.5
1426,32.7
1427,31.9
1428,31.2
1429,30.4
1430,29.7
1431,28.9
1432,28.2
1433,27.4
1434,26.7
1435,25.9
1436,25.1
1437,24.4
1438,23.7
1439,22.9
1440,22.2
1441,21.4
1442,20.7
1443,20.0
1444,19.3
1445,18.5
1446,17.8
1447,17.1
1448,16.4
1449,15.7
1450,15.1
1451,14.4
1452,13.7
1453,13.0
1454,12.4
1455,11.7
1456,11.1
1457,10.5
1458,9.9
1459,9.2
1460,8.6
1461,8.0
1462,7.5
1463,6.9
1464,6.3
1465,5.8
1466,5.2
1467,4.7
1468,4.2
1469,3.7
1470,3.2
1471,2.7
1472,2.2
1473,1.7
1474,1.3
1475,0.9
1476,0.4
1477,0.0
1478,1.0
1479,2.1
1480,3.1
1481,4.2
1482,5.2
1483,6.3
1484,7.4
1485,8.5
1486,9.6
1487,10.7
1488,11.8
1489,12.9
1490,14.0
1491,15.2
1492,16.3
1493,17.5
1494,18.6
1495,19.8
1496,21.0
1497,22.2
1498,23.4
1499,24.6
1500,25.8
1501,27.0
1502,28.2
1503,29.4
1504,30.6
1505,31.8
1506,33.1
1507,34.3
1508,35.5
1509,36.8
1510,38.0
1511,39.3
1512,40.5
1513,41.7
1514,43.0
1515,44.2
1516,45.5
1517,46.7
1518,48.0
1519,49.2
1520,50.5
1521,51.7
1522,52.9
1523,54.2
1524,55.4
1525,56.6
1526,57.9
1527,59.1
1528,60.3
1529,61.5
1530,62.7
1531,63.9
1532,65.1
1533,66.3
1534,67.5
1535,68.7
1536,69.9
1537,71.0
1538,72.2
1539,73.3
1540,74.5
1541,75.6
1542,76.7
1543,77.8
1544,78.9
1545,80.0
1546,81.0
1547,82.1
1548,83.1
1549,84.2
1550,85.2
1551,86.2
1552,87.2
1553,88.2
1554,89.1
1555,90.1
1556,91.0
1557,92.0
1558,92.9
1559,93.7
1560,94.6
1561,95.5
1562,96.3
1563,97.1
1564,97.9
1565,98.7
1566,99.5
1567,100.3
1568,101.0
1569,101.7
1570,102.4
1571,103.1
1572,103.7
1573,104.4
1574,105.0
1575,105.6
1576,106.2
1577,106.8
1578,107.3
1579,107.8
1580,108.3
1581,108.8
1582,109.3
1583,109.7
1584,110.1
1585,110.5
1586,110.9
1587,111.3
1588,111.6
1589,111.9
1590,112.2
1591,112.5
1592,112.8
1593,113.0
1594,113.2
1595,113.4
1596,113.6
1597,113.8
1598,113.9
1599,114.0
1600,114.1
1601,114.2
1602,114.3
1603,114.3
1604,114.3
1605,114.3
1606,114.3
1607,114.3
1608,114.2
1609,114.2
1610,114.1
1611,114.0
1612,113.8
1613,113.7
1614,113.5
1615,113.3
1616,113.1
1617,112.9
1618,112.7
1619,112.4
1620,112.2
1621,111.9
1622,111.6
1623,111.3
1624,111.0
1625,110.6
1626,110.3
1627,109.9
1628,109.5
1629,109.1
1630,108.7
1631,108.3
1632,107.9
1633,107.4
1634,107.0
1635,106.5
1636,106.0
1637,105.6
1638,105.1
1639,104.5
1640,104.0
1641,103.5
1642,103.0
1643,102.4
1644,101.9
1645,101.3
1646,100.7
1647,100.1
1648,99.6
1649,99.0
1650,98.4
1651,97.8
1652,97.2
1653,96.5
1654,95.9
1655,95.3
1656,94.7
1657,94.0
1658,93.4
1659,92.8
1660,92.1
1661,91.5
1662,90.8
1663,90.2
1664,89.5
1665,88.8
1666,88.2
1667,87.5
1668,86.9
1669,86.2
1670,85.6
1671,84.9
1672,84.2
1673,83.6
1674,82.9
1675,82.3
1676,81.6
1677,80.9
1678,80.3
1679,79.6
1680,79.0
1681,78.3
1682,77.7
1683,77.0
1684,76.4
1685,75.7
1686,75.1
1687,74.5
1688,73.8
1689,73.2
1690,72.6
1691,71.9
1692,71.3
1693,70.7
1694,70.1
1695,69.5
1696,68.9
1697,68.3
1698,67.6
1699,67.0
1700,66.5
1701,65.9
1702,65.3
1703,64.7
1704,64.1
1705,63.5
1706,62.9
1707,62.4
1708,61.8
1709,61.2
1710,60.7
1711,60.1
1712,59.6
1713,59.0
1714,58.4
1715,57.9
1716,57.3
1717,56.8
1718,56.3
1719,55.7
1720,55.2
1721,54.6
1722,54.1
1723,53.6
1724,53.0
1725,52.5
1726,52.0
1727,51.4
1728,50.9
1729,50.4
1730,49.8
1731,49.3
1732,48.8
1733,48.2
1734,47.7
1735,47.2
1736,46.6
1737,46.1
1738,45.6
1739,45.0
1740,44.5
1741,43.9
1742,43.4
1743,42.8
1744,42.3
1745,41.7
1746,41.1
1747,40.6
1748,40.0
1749,39.4
1750,38.9
1751,38.3
1752,37.7
1753,37.1
1754,36.5
1755,35.9
1756,35.3
1757,34.7
1758,34.0
1759,33.4
1760,32.8
1761,32.1
1762,31.5
1763,30.8
1764,30.2
1765,29.5
1766,28.8
1767,28.1
1768,27.4
1769,26.7
1770,26.0
1771,25.3
1772,24.5
1773,23.8
1774,23.0
1775,22.3
1776,21.5
1777,20.7
1778,19.9
1779,19.1
1780,18.3
1781,17.5
1782,16.7
1783,15.8
1784,15.0
1785,14.1
1786,13.3
1787,12.4
1788,11.5
1789,10.6
1790,9.7
1791,8.8
1792,7.8
1793,6.9
1794,5.9
1795,5.0
1796,4.0
1797,3.0
1798,2.0
1799,1.0
