time_s,speed_kmh
324,42.8
325,42.4
326,42.1
327,41.7
328,41.4
329,41.0
330,40.6
331,40.2
332,39.8
333,39.4
334,39.0
335,38.6
336,38.2
337,37.8
338,37.4
339,36.9
340,36.5
341,36.1
342,35.6
343,35.2
344,34.7
345,34.3
346,33.8
347,33.4
348,32.9
349,32.5
350,32.0
351,31.5
352,31.1
353,30.6
354,30.2
355,29.7
356,29.2
357,28.8
358,28.3
359,27.9
360,27.4
361,27.0
362,26.5
363,26.1
364,25.7
365,25.2
366,24.8
367,24.4
368,24.0
369,23.5
370,23.1
371,22.7
372,22.3
373,21.9
374,21.6
375,21.2
376,20.8
377,20.4
378,20.1
379,19.7
380,19.4
381,19.0
382,18.7
383,18.4
384,18.1
385,17.8
386,17.5
387,17.2
388,16.9
389,16.6
390,16.4
391,16.1
392,15.9
393,15.6
394,15.4
395,15.2
396,15.0
397,14.8
398,14.6
399,14.4
400,14.3
401,14.1
402,13.9
403,13.8
404,13.7
405,13.6
406,13.4
407,13.3
408,13.2
409,13.2
410,13.1
411,13.0
412,13.0
413,12.9
414,12.9
415,12.8
416,12.8
417,12.8
418,12.8
419,12.8
420,12.8
421,12.8
422,12.9
423,12.9
424,12.9
425,13.0
426,13.0
427,13.1
428,13.2
429,13.2
430,13.3
431,13.4
432,13.5
433,13.6
434,13.7
435,13.8
436,13.9
437,14.0
438,14.1
439,14.3
440,14.4
441,14.5
442,14.7
443,14.8
444,14.9
445,15.1
446,15.2
447,15.4
448,15.5
449,15.7
450,15.8
451,16.0
452,16.1
453,16.3
454,16.4
455,16.6
456,16.7
457,16.9
458,17.0
459,17.2
460,17.3
461,17.5
462,17.6
463,17.8
464,17.9
465,18.0
466,18.2
467,18.3
468,18.4
469,18.6
470,18.7
471,18.8
472,18.9
473,19.0
474,19.1
475,19.2
476,19.3
477,19.4
478,19.5
479,19.5
480,19.6
481,19.7
482,19.7
483,19.8
484,19.8
485,19.9
486,19.9
487,20.0
488,20.0
489,20.0
490,20.0
491,20.0
492,20.0
493,20.0
494,20.0
495,19.9
496,19.9
497,19.9
498,19.8
499,19.8
500,19.7
501,19.6
502,19.6
503,19.5
504,19.4
505,19.3
506,19.2
507,19.1
508,19.0
509,18.8
510,18.7
511,18.6
512,18.4
513,18.3
514,18.1
515,18.0
516,17.8
517,17.6
518,17.4
519,17.3
520,17.1
521,16.9
522,16.7
523,16.5
524,16.2
525,16.0
526,15.8
527,15.6
528,15.3
529,15.1
530,14.9
531,14.6
532,14.4
533,14.1
534,13.9
535,13.6
536,13.3
537,13.1
538,12.8
539,12.5
540,12.3
541,12.0
542,11.7
543,11.4
544,11.2
545,10.9
546,10.6
547,10.3
548,10.0
549,9.7
550,9.5
551,9.2
552,8.9
553,8.6
554,8.3
555,8.0
556,7.8
557,7.5
558,7.2
559,6.9
560,6.7
561,6.4
562,6.1
563,5.8
564,5.6
565,5.3
566,5.0
567,4.8
568,4.5
569,4.3
570,4.0
571,3.8
572,3.5
573,3.3
574,3.1
575,2.8
576,2.6
577,2.4
578,2.1
579,1.9
580,1.7
581,1.5
582,1.3
583,1.1
584,0.9
585,0.7
586,0.5
587,0.4
588,0.2
589,0.0
590,0.4
591,0.8
592,1.3
593,1.7
594,2.1
595,2.6
596,3.0
597,3.5
598,4.0
599,4.4
600,4.9
601,5.4
602,5.9
603,6.4
604,6.9
605,7.4
606,8.0
607,8.5
608,9.0
609,9.6
610,10.1
611,10.7
612,11.2
613,11.8
614,12.3
615,12.9
616,13.5
617,14.1
618,14.7
619,15.2
620,15.8
621,16.4
622,17.0
623,17.6
624,18.2
625,18.8
626,19.4
627,20.1
628,20.7
629,21.3
630,21.9
631,22.5
632,23.1
633,23.7
634,24.4
635,25.0
636,25.6
637,26.2
638,26.8
639,27.4
640,28.0
641,28.6
642,29.2
643,29.8
644,30.4
645,31.0
646,31.6
647,32.2
648,32.8
649,33.4
650,34.0
651,34.5
652,35.1
653,35.7
654,36.2
655,36.8
656,37.3
657,37.8
658,38.4
659,38.9
660,39.4
661,39.9
662,40.4
663,40.9
664,41.4
665,41.9
666,42.3
667,42.8
668,43.2
669,43.7
670,44.1
671,44.5
672,44.9
673,45.3
674,45.7
675,46.1
676,46.5
677,46.8
678,47.2
679,47.5
680,47.8
681,48.2
682,48.5
683,48.8
684,49.0
685,49.3
686,49.6
687,49.8
688,50.0
689,50.2
690,50.5
691,50.7
692,50.8
693,51.0
694,51.2
695,51.3
696,51.4
697,51.6
698,51.7
699,51.8
700,51.9
701,51.9
702,52.0
703,52.0
704,52.1
705,52.1
706,52.1
707,52.1
708,52.1
709,52.1
710,52.1
711,52.0
712,52.0
713,51.9
714,51.8
715,51.7
716,51.6
717,51.5
718,51.4
719,51.3
720,51.2
721,51.0
722,50.9
723,50.7
724,50.5
725,50.3
726,50.1
727,49.9
728,49.7
729,49.5
730,49.3
731,49.1
732,48.8
733,48.6
734,48.3
735,48.1
736,47.8
737,47.5
738,47.3
739,47.0
740,46.7
741,46.4
742,46.1
743,45.8
744,45.5
745,45.2
746,44.9
747,44.6
748,44.3
749,44.0
750,43.7
751,43.4
752,43.1
753,42.7
754,42.4
755,42.1
756,41.8
757,41.5
758,41.2
759,40.8
760,40.5
761,40.2
762,39.9
763,39.6
764,39.3
765,39.0
766,38.7
767,38.4
768,38.1
769,37.8
770,37.5
771,37.3
772,37.0
773,36.7
774,36.5
775,36.2
776,35.9
777,35.7
778,35.5
779,35.2
780,35.0
781,34.8
782,34.6
783,34.4
784,34.2
785,34.0
786,33.8
787,33.6
788,33.4
789,33.3
790,33.1
791,33.0
792,32.9
793,32.7
794,32.6
795,32.5
796,32.4
797,32.3
798,32.3
799,32.2
800,32.1
801,32.1
802,32.1
803,32.0
804,32.0
805,32.0
806,32.0
807,32.0
808,32.0
809,32.1
810,32.1
811,32.1
812,32.2
813,32.3
814,32.3
815,32.4
816,32.5
817,32.6
818,32.7
819,32.9
820,33.0
821,33.1
822,33.3
823,33.4
824,33.6
825,33.8
826,34.0
827,34.2
828,34.4
829,34.6
830,34.8
831,35.0
832,35.2
833,35.5
834,35.7
835,35.9
836,36.2
837,36.5
838,36.7
839,37.0
840,37.3
841,37.5
842,37.8
843,38.1
844,38.4
845,38.7
846,39.0
847,39.3
848,39.6
849,39.9
850,40.2
851,40.5
852,40.8
853,41.2
854,41.5
855,41.8
856,42.1
857,42.4
858,42.7
859,43.1
860,43.4
861,43.7
862,44.0
863,44.3
864,44.6
865,44.9
866,45.2
867,45.5
868,45.8
869,46.1
870,46.4
871,46.7
872,47.0
873,47.3
874,47.5
875,47.8
876,48.1
877,48.3
878,48.6
879,48.8
880,49.1
881,49.3
882,49.5
883,49.7
884,49.9
885,50.1
886,50.3
887,50.5
888,50.7
889,50.9
890,51.0
891,51.2
892,51.3
893,51.4
894,51.5
895,51.6
896,51.7
897,51.8
898,51.9
899,52.0
900,52.0
901,52.1
902,52.1
903,52.1
904,52.1
905,52.1
906,52.1
907,52.1
908,52.0
909,52.0
910,51.9
911,51.9
912,51.8
913,51.7
914,51.6
915,51.4
916,51.3
917,51.2
918,51.0
919,50.8
920,50.7
921,50.5
922,50.2
923,50.0
924,49.8
925,49.6
926,49.3
927,49.0
928,48.8
929,48.5
930,48.2
931,47.8
932,47.5
933,47.2
934,46.8
935,46.5
936,46.1
937,45.7
938,45.3
939,44.9
940,44.5
941,44.1
942,43.7
943,43.2
944,42.8
945,42.3
946,41.9
947,41.4
948,40.9
949,40.4
950,39.9
951,39.4
952,38.9
953,38.4
954,37.8
955,37.3
956,36.8
957,36.2
958,35.7
959,35.1
960,34.5
961,34.0
962,33.4
963,32.8
964,32.2
965,31.6
966,31.0
967,30.4
968,29.8
969,29.2
970,28.6
971,28.0
972,27.4
973,26.8
974,26.2
975,25.6
976,25.0
977,24.4
978,23.7
979,23.1
980,22.5
981,21.9
982,21.3
983,20.7
984,20.1
985,19.4
986,18.8
987,18.2
988,17.6
989,17.0
990,16.4
991,15.8
992,15.2
993,14.7
994,14.1
995,13.5
996,12.9
997,12.3
998,11.8
999,11.2
1000,10.7
1001,10.1
1002,9.6
1003,9.0
1004,8.5
1005,8.0
1006,7.4
1007,6.9
1008,6.4
1009,5.9
1010,5.4
1011,4.9
1012,4.4
1013,4.0
1014,3.5
1015,3.0
1016,2.6
1017,2.1
1018,1.7
1019,1.3
1020,0.8
1021,0.4
